Member_number,Date,itemDescription,itemDescription_ro
4936,15-03-2015,tropical fruit,fruct tropical
4084,03-11-2015,beef,carne de vită
1054,21-10-2015,photo/film,fotografii/film
2553,20-07-2015,chicken,pui
1513,12-11-2015,sausage,cârnați
1088,09-11-2015,whole milk,lapte integral
3724,11-12-2015,meat,
3054,17-02-2015,whole milk,lapte integral
2281,27-10-2015,beef,carne de vită
4353,12-06-2015,ham,șuncă
2131,27-08-2015,sausage,cârnați
2876,09-09-2015,sausage,cârnați
4395,25-02-2015,ham,șuncă
2438,20-02-2015,pork,carne de porc
2690,17-10-2015,canned beer,bere la cutie
4362,02-03-2015,chicken,pui
1777,21-04-2015,beef,carne de vită
1659,10-03-2015,yogurt,iaurt
4244,31-10-2015,tropical fruit,fruct tropical
2165,27-04-2015,chicken,pui
4809,04-02-2015,flower soil/fertilizer,
3715,06-04-2015,other vegetables,alte legume
1562,22-01-2015,frozen vegetables,legume congelate
2676,07-11-2015,margarine,margarină
3339,13-04-2015,meat,
1565,12-12-2015,meat,
4835,28-10-2015,pip fruit,fruct cu sâmburi
3996,31-08-2015,ham,șuncă
2499,18-02-2015,beef,carne de vită
1361,06-07-2015,other vegetables,alte legume
4418,13-01-2015,ham,șuncă
4610,22-01-2015,yogurt,iaurt
3160,06-05-2015,other vegetables,alte legume
2779,01-12-2015,whole milk,lapte integral
4154,02-07-2015,root vegetables,legume rădăcinoase
2034,11-10-2015,frankfurter,
2601,20-05-2015,bottled beer,bere la sticlă
2511,16-03-2015,hamburger meat,
4246,01-12-2015,sausage,cârnați
4231,11-01-2015,chicken,pui
2100,19-09-2015,dishes,vase
2380,01-06-2015,pork,carne de porc
2324,14-05-2015,frankfurter,
1473,02-10-2015,napkins,șervețele
3824,12-02-2015,root vegetables,legume rădăcinoase
3289,26-12-2015,chicken,pui
1220,29-12-2015,frankfurter,
1923,30-04-2015,canned beer,bere la cutie
3612,13-06-2015,canned beer,bere la cutie
2682,28-06-2015,sausage,cârnați
4560,03-07-2015,frankfurter,
4531,16-10-2015,bottled water,apă îmbuteliată
1379,07-07-2015,other vegetables,alte legume
4826,17-01-2015,rolls/buns,chifle
1763,03-12-2015,frankfurter,
1094,08-09-2015,sausage,cârnați
1729,01-08-2015,frankfurter,
4497,07-06-2015,whole milk,lapte integral
1893,18-01-2015,beef,carne de vită
3478,02-04-2015,canned beer,bere la cutie
2295,28-12-2015,frankfurter,
1833,24-07-2015,frozen chicken,
3307,03-03-2015,pork,carne de porc
3562,18-03-2015,tropical fruit,fruct tropical
3145,16-11-2015,other vegetables,alte legume
3595,17-12-2015,coffee,cafea
4934,17-03-2015,meat,
3386,03-02-2015,citrus fruit,fructe citrice
4125,21-03-2015,citrus fruit,fructe citrice
2570,19-03-2015,other vegetables,alte legume
3613,05-10-2015,beef,carne de vită
3292,31-07-2015,dishes,vase
1409,02-07-2015,shopping bags,pungi de cumpărături
3315,19-11-2015,tropical fruit,fruct tropical
3486,29-01-2015,hamburger meat,
1256,02-08-2015,sausage,cârnați
2523,04-07-2015,whole milk,lapte integral
1432,04-08-2015,other vegetables,alte legume
4819,01-10-2015,ice cream,înghețată
4455,30-06-2015,turkey,
3467,27-11-2015,pip fruit,fruct cu sâmburi
1991,22-10-2015,chicken,pui
4862,15-05-2015,root vegetables,legume rădăcinoase
3225,25-02-2015,sausage,cârnați
3296,27-06-2015,pickled vegetables,legume murate
4179,21-03-2015,frankfurter,
4641,06-07-2015,meat,
3411,19-06-2015,berries,fructe de pădure
1932,15-03-2015,chewing gum,gumă de mestecat
1324,10-04-2015,specialty chocolate,
4787,12-08-2015,sausage,cârnați
1497,10-10-2015,butter milk,
3666,12-04-2015,canned beer,bere la cutie
4338,06-09-2015,frankfurter,
4159,28-12-2015,bottled water,apă îmbuteliată
4558,03-04-2015,pork,carne de porc
4680,27-08-2015,bottled beer,bere la sticlă
4303,25-09-2015,soda,suc carbogazos
4595,07-08-2015,yogurt,iaurt
2600,16-12-2015,pet care,îngrijirea animalelor
3830,07-04-2015,pork,carne de porc
2073,14-05-2015,tropical fruit,fruct tropical
1847,14-02-2015,organic sausage,cârnați organici
1223,30-11-2015,ham,șuncă
3297,08-02-2015,sausage,cârnați
2818,22-11-2015,whole milk,lapte integral
2507,30-12-2015,frozen fish,
3358,19-03-2015,whipped/sour cream,frișcă/smântână
1930,18-04-2015,pork,carne de porc
2764,28-12-2015,UHT-milk,
3025,16-06-2015,misc. beverages,
2201,03-05-2015,specialty chocolate,
3982,25-07-2015,sausage,cârnați
2117,28-03-2015,frozen meals,
2706,12-02-2015,specialty chocolate,
4924,26-08-2015,whole milk,lapte integral
3851,10-05-2015,whole milk,lapte integral
4036,26-05-2015,pip fruit,fruct cu sâmburi
2202,28-09-2015,frozen meals,
1574,12-02-2015,frankfurter,
1417,13-07-2015,pip fruit,fruct cu sâmburi
3204,08-05-2015,rolls/buns,chifle
3445,01-10-2015,sausage,cârnați
3748,05-03-2015,pet care,îngrijirea animalelor
4061,09-05-2015,instant coffee,
2855,09-09-2015,other vegetables,alte legume
4548,28-07-2015,herbs,
3881,07-04-2015,meat,
3864,12-12-2015,pip fruit,fruct cu sâmburi
2766,19-08-2015,citrus fruit,fructe citrice
3953,13-05-2015,sausage,cârnați
4526,24-08-2015,frankfurter,
1468,09-10-2015,canned beer,bere la cutie
4982,01-08-2015,canned beer,bere la cutie
3450,27-04-2015,other vegetables,alte legume
1330,02-11-2015,soda,suc carbogazos
4456,17-04-2015,soda,suc carbogazos
4606,30-03-2015,pastry,patiserie
3773,27-11-2015,ham,șuncă
4593,12-02-2015,frankfurter,
2244,28-01-2015,soda,suc carbogazos
4296,26-08-2015,whole milk,lapte integral
3296,02-03-2015,whole milk,lapte integral
1114,10-07-2015,misc. beverages,
3480,07-05-2015,root vegetables,legume rădăcinoase
3842,14-10-2015,other vegetables,alte legume
1715,21-05-2015,butter,unt
4052,21-04-2015,bottled beer,bere la sticlă
2663,28-05-2015,whole milk,lapte integral
1861,19-05-2015,pip fruit,fruct cu sâmburi
2181,23-06-2015,male cosmetics,cosmetice pentru bărbați
2319,10-05-2015,meat,
4277,06-12-2015,bottled water,apă îmbuteliată
2193,07-01-2015,pastry,patiserie
3589,05-10-2015,sausage,cârnați
3144,19-06-2015,pork,carne de porc
4044,26-08-2015,packaged fruit/vegetables,
4048,08-05-2015,other vegetables,alte legume
2272,31-01-2015,misc. beverages,
4637,14-05-2015,whole milk,lapte integral
3640,26-01-2015,pip fruit,fruct cu sâmburi
2599,22-11-2015,liquor,
1363,14-10-2015,whole milk,lapte integral
3560,27-09-2015,canned beer,bere la cutie
1228,23-02-2015,photo/film,fotografii/film
3749,09-03-2015,tropical fruit,fruct tropical
1358,29-12-2015,domestic eggs,ouă
2586,26-10-2015,meat,
4626,24-12-2015,meat,
1857,10-09-2015,pork,carne de porc
2646,11-11-2015,rolls/buns,chifle
4242,09-12-2015,coffee,cafea
2344,14-02-2015,canned beer,bere la cutie
1646,15-08-2015,butter milk,
3450,08-03-2015,bottled water,apă îmbuteliată
4645,29-12-2015,organic sausage,cârnați organici
3154,10-04-2015,napkins,șervețele
2037,19-04-2015,organic sausage,cârnați organici
2078,16-10-2015,tropical fruit,fruct tropical
2444,12-05-2015,chocolate marshmallow,
2100,13-10-2015,frankfurter,
4689,04-06-2015,cling film/bags,folie alimentară/pungi
4430,22-02-2015,bottled beer,bere la sticlă
1997,26-10-2015,citrus fruit,fructe citrice
3414,05-02-2015,liquor,
2289,06-09-2015,brown bread,pâine integrală
3137,24-08-2015,ice cream,înghețată
1696,01-03-2015,newspapers,ziare
1332,03-04-2015,processed cheese,brânză topită
4748,24-03-2015,chicken,pui
4505,17-04-2015,tropical fruit,fruct tropical
4336,27-04-2015,whole milk,lapte integral
2800,17-03-2015,citrus fruit,fructe citrice
4456,21-03-2015,bottled beer,bere la sticlă
3537,12-07-2015,sausage,cârnați
1331,29-04-2015,sausage,cârnați
1140,26-06-2015,pip fruit,fruct cu sâmburi
1976,14-10-2015,other vegetables,alte legume
3353,13-04-2015,sausage,cârnați
2190,14-05-2015,tropical fruit,fruct tropical
3221,29-06-2015,pastry,patiserie
4878,21-09-2015,coffee,cafea
2291,20-09-2015,ham,șuncă
2542,08-03-2015,liquor,
3770,13-01-2015,sausage,cârnați
3892,20-07-2015,frozen chicken,
2515,22-07-2015,frankfurter,
4687,13-01-2015,bottled water,apă îmbuteliată
3743,06-05-2015,canned beer,bere la cutie
1031,15-10-2015,other vegetables,alte legume
4245,04-06-2015,bottled water,apă îmbuteliată
1851,29-06-2015,berries,fructe de pădure
1788,20-12-2015,dessert,
3166,15-01-2015,pip fruit,fruct cu sâmburi
4108,27-09-2015,pork,carne de porc
4078,25-04-2015,frankfurter,
1784,26-09-2015,bottled water,apă îmbuteliată
4001,21-06-2015,tropical fruit,fruct tropical
3202,14-11-2015,pip fruit,fruct cu sâmburi
1939,15-07-2015,tropical fruit,fruct tropical
2530,30-08-2015,bottled beer,bere la sticlă
2893,12-12-2015,candles,lumânări
3666,16-02-2015,spread cheese,
1123,12-11-2015,pork,carne de porc
1098,07-05-2015,canned beer,bere la cutie
4319,21-05-2015,pork,carne de porc
4761,01-03-2015,beverages,băuturi
3790,26-07-2015,sausage,cârnați
4296,28-07-2015,tropical fruit,fruct tropical
4450,30-07-2015,UHT-milk,
2434,18-09-2015,soda,suc carbogazos
3779,10-11-2015,ham,șuncă
1613,03-08-2015,white wine,
3209,28-12-2015,UHT-milk,
4895,07-09-2015,sausage,cârnați
1654,25-03-2015,whisky,
1126,29-04-2015,misc. beverages,
1254,19-04-2015,white wine,
3168,02-05-2015,soda,suc carbogazos
1892,30-09-2015,margarine,margarină
1936,20-05-2015,other vegetables,alte legume
3132,30-07-2015,chicken,pui
4316,11-01-2015,other vegetables,alte legume
4375,05-10-2015,sausage,cârnați
3468,08-07-2015,pastry,patiserie
2488,19-08-2015,processed cheese,brânză topită
1769,30-12-2015,rolls/buns,chifle
4937,10-04-2015,chicken,pui
3389,17-08-2015,berries,fructe de pădure
1439,13-08-2015,frankfurter,
2542,24-11-2015,whole milk,lapte integral
2065,22-01-2015,pip fruit,fruct cu sâmburi
3830,10-07-2015,soda,suc carbogazos
3686,01-04-2015,soda,suc carbogazos
2774,28-10-2015,yogurt,iaurt
2204,16-07-2015,pork,carne de porc
4833,10-03-2015,onions,ceapă
1477,08-02-2015,liquor,
4697,11-09-2015,onions,ceapă
2435,29-09-2015,beef,carne de vită
2164,19-03-2015,rolls/buns,chifle
3557,02-02-2015,frankfurter,
4319,08-11-2015,sausage,cârnați
3615,13-08-2015,whole milk,lapte integral
1902,21-10-2015,pork,carne de porc
4390,20-01-2015,whole milk,lapte integral
1985,26-11-2015,bottled water,apă îmbuteliată
1265,29-09-2015,shopping bags,pungi de cumpărături
2023,31-08-2015,citrus fruit,fructe citrice
4288,25-09-2015,meat,
2261,29-06-2015,sausage,cârnați
3073,17-01-2015,berries,fructe de pădure
2406,04-09-2015,canned beer,bere la cutie
3983,20-07-2015,chicken,pui
1737,23-01-2015,whole milk,lapte integral
1304,30-04-2015,rolls/buns,chifle
4227,20-08-2015,hamburger meat,
3987,17-06-2015,citrus fruit,fructe citrice
4127,12-11-2015,bottled beer,bere la sticlă
1734,20-03-2015,beef,carne de vită
2770,15-07-2015,yogurt,iaurt
1454,13-01-2015,meat,
2256,21-08-2015,pastry,patiserie
2625,18-11-2015,other vegetables,alte legume
4335,05-12-2015,tidbits,
3738,24-05-2015,potato products,
2394,19-08-2015,waffles,vafe
1927,15-05-2015,tropical fruit,fruct tropical
3681,14-10-2015,whole milk,lapte integral
2435,30-08-2015,bottled beer,bere la sticlă
1728,15-08-2015,soda,suc carbogazos
4708,14-04-2015,meat,
1010,31-07-2015,pip fruit,fruct cu sâmburi
3735,20-04-2015,rolls/buns,chifle
3331,19-05-2015,frankfurter,
2383,05-10-2015,soda,suc carbogazos
1160,20-11-2015,pip fruit,fruct cu sâmburi
4890,22-04-2015,rolls/buns,chifle
3513,29-05-2015,onions,ceapă
2525,14-01-2015,whole milk,lapte integral
3708,03-09-2015,pastry,patiserie
4746,06-06-2015,ham,șuncă
4784,11-09-2015,root vegetables,legume rădăcinoase
2051,02-01-2015,photo/film,fotografii/film
4745,12-04-2015,bottled beer,bere la sticlă
4364,17-01-2015,dessert,
1493,23-02-2015,beverages,băuturi
1330,18-05-2015,chicken,pui
1777,10-07-2015,whole milk,lapte integral
2633,10-07-2015,hard cheese,brânză tare
1917,23-01-2015,pork,carne de porc
4891,09-01-2015,soda,suc carbogazos
3828,15-06-2015,yogurt,iaurt
2282,11-05-2015,citrus fruit,fructe citrice
2743,10-08-2015,soda,suc carbogazos
2704,18-11-2015,frankfurter,
4170,11-07-2015,ice cream,înghețată
3867,07-09-2015,brown bread,pâine integrală
2592,23-04-2015,sugar,zahăr
1894,03-10-2015,other vegetables,alte legume
2348,08-09-2015,newspapers,ziare
3747,24-02-2015,nuts/prunes,
4220,21-08-2015,yogurt,iaurt
4504,04-09-2015,root vegetables,legume rădăcinoase
3175,23-11-2015,chicken,pui
4240,28-06-2015,other vegetables,alte legume
4608,25-11-2015,fruit/vegetable juice,suc de fructe/legume
3053,03-12-2015,hamburger meat,
4096,29-06-2015,hamburger meat,
2517,28-01-2015,sausage,cârnați
1899,24-10-2015,pastry,patiserie
2934,11-05-2015,root vegetables,legume rădăcinoase
2508,27-12-2015,soda,suc carbogazos
1527,14-05-2015,UHT-milk,
1431,07-11-2015,citrus fruit,fructe citrice
4148,09-02-2015,sausage,cârnați
3862,05-03-2015,condensed milk,lapte condensat
3402,11-04-2015,frozen meals,
3178,08-12-2015,dessert,
2134,26-09-2015,beef,carne de vită
1038,23-04-2015,pip fruit,fruct cu sâmburi
4780,19-09-2015,soda,suc carbogazos
1251,26-11-2015,canned beer,bere la cutie
4293,30-09-2015,mayonnaise,maioneză
3676,24-10-2015,sausage,cârnați
2992,09-11-2015,pip fruit,fruct cu sâmburi
4124,22-05-2015,whole milk,lapte integral
4756,18-09-2015,tropical fruit,fruct tropical
1422,04-10-2015,pip fruit,fruct cu sâmburi
1229,20-03-2015,ham,șuncă
4733,19-01-2015,pip fruit,fruct cu sâmburi
2053,17-09-2015,cereals,
4230,15-03-2015,sausage,cârnați
3968,12-11-2015,dessert,
4935,02-04-2015,tropical fruit,fruct tropical
2290,12-01-2015,whole milk,lapte integral
2143,25-07-2015,canned beer,bere la cutie
3657,22-01-2015,sausage,cârnați
4369,25-08-2015,beverages,băuturi
2639,12-11-2015,pip fruit,fruct cu sâmburi
2706,14-08-2015,sausage,cârnați
2133,05-08-2015,soda,suc carbogazos
3635,23-07-2015,beef,carne de vită
2734,30-03-2015,whipped/sour cream,frișcă/smântână
1080,14-05-2015,root vegetables,legume rădăcinoase
4413,11-10-2015,hamburger meat,
1729,28-08-2015,meat,
2167,18-10-2015,tropical fruit,fruct tropical
1391,19-03-2015,sausage,cârnați
3347,05-06-2015,sausage,cârnați
4091,28-12-2015,yogurt,iaurt
4589,10-07-2015,white bread,pâine albă
3590,27-02-2015,sausage,cârnați
4147,02-01-2015,white wine,
4187,14-09-2015,pip fruit,fruct cu sâmburi
2613,11-04-2015,soda,suc carbogazos
4197,03-11-2015,soda,suc carbogazos
4553,13-06-2015,curd,brânză de vaci
3045,26-03-2015,tropical fruit,fruct tropical
2079,19-07-2015,curd,brânză de vaci
1108,30-07-2015,brown bread,pâine integrală
4306,26-04-2015,domestic eggs,ouă
2761,02-03-2015,chocolate,ciocolată
3931,08-03-2015,soda,suc carbogazos
4351,08-05-2015,cooking chocolate,
2788,03-09-2015,butter,unt
3962,28-05-2015,pork,carne de porc
3690,21-05-2015,sausage,cârnați
4937,28-06-2015,shopping bags,pungi de cumpărături
2544,20-01-2015,tropical fruit,fruct tropical
2439,31-10-2015,bottled water,apă îmbuteliată
2952,11-08-2015,citrus fruit,fructe citrice
1472,19-09-2015,root vegetables,legume rădăcinoase
3781,21-04-2015,root vegetables,legume rădăcinoase
1079,09-09-2015,rolls/buns,chifle
4636,05-01-2015,yogurt,iaurt
4644,25-08-2015,dog food,
2226,17-02-2015,other vegetables,alte legume
4477,15-02-2015,hamburger meat,
3132,29-08-2015,berries,fructe de pădure
4295,24-03-2015,sausage,cârnați
2918,11-12-2015,bottled water,apă îmbuteliată
3167,03-02-2015,chocolate,ciocolată
1993,22-05-2015,root vegetables,legume rădăcinoase
4643,08-08-2015,tidbits,
3999,06-02-2015,whole milk,lapte integral
2625,22-03-2015,citrus fruit,fructe citrice
2398,08-01-2015,tropical fruit,fruct tropical
2945,19-07-2015,chicken,pui
3523,26-04-2015,newspapers,ziare
1726,26-12-2015,other vegetables,alte legume
4540,24-02-2015,butter,unt
4479,10-02-2015,semi-finished bread,
1472,11-02-2015,bottled beer,bere la sticlă
1149,12-12-2015,seasonal products,
2504,02-08-2015,pork,carne de porc
4835,09-12-2015,whole milk,lapte integral
1832,17-11-2015,sausage,cârnați
1403,25-03-2015,salty snack,gustare sărată
4856,18-01-2015,root vegetables,legume rădăcinoase
3369,22-02-2015,frankfurter,
4364,24-12-2015,other vegetables,alte legume
4686,12-11-2015,chocolate,ciocolată
2876,22-03-2015,sausage,cârnați
1449,26-01-2015,finished products,produse finite
3499,04-05-2015,whole milk,lapte integral
3462,16-05-2015,shopping bags,pungi de cumpărături
1512,23-02-2015,whole milk,lapte integral
1551,14-01-2015,soda,suc carbogazos
3993,18-02-2015,rolls/buns,chifle
3494,25-03-2015,seasonal products,
1819,25-06-2015,pip fruit,fruct cu sâmburi
3581,06-09-2015,UHT-milk,
3763,29-04-2015,canned beer,bere la cutie
2807,03-07-2015,tropical fruit,fruct tropical
1133,26-03-2015,pork,carne de porc
4923,19-04-2015,other vegetables,alte legume
3912,06-01-2015,berries,fructe de pădure
4312,19-10-2015,bottled water,apă îmbuteliată
3141,13-08-2015,waffles,vafe
5000,10-02-2015,soda,suc carbogazos
3327,30-04-2015,soda,suc carbogazos
1058,06-04-2015,sausage,cârnați
4397,03-04-2015,pastry,patiserie
3694,27-10-2015,frozen meals,
3346,11-05-2015,tropical fruit,fruct tropical
1039,31-05-2015,salty snack,gustare sărată
1081,21-01-2015,tropical fruit,fruct tropical
3064,02-01-2015,pork,carne de porc
4794,27-10-2015,ham,șuncă
4933,02-01-2015,sausage,cârnați
3312,13-10-2015,domestic eggs,ouă
1303,29-05-2015,whole milk,lapte integral
4756,29-03-2015,other vegetables,alte legume
3595,06-08-2015,bottled beer,bere la sticlă
2747,02-02-2015,ham,șuncă
4113,13-08-2015,frankfurter,
2882,26-04-2015,sausage,cârnați
1980,15-10-2015,bottled water,apă îmbuteliată
3534,11-11-2015,sausage,cârnați
4452,23-11-2015,pork,carne de porc
1883,26-05-2015,frankfurter,
4160,12-08-2015,Instant food products,
3212,18-04-2015,ham,șuncă
2327,08-12-2015,bottled beer,bere la sticlă
1874,29-07-2015,frozen vegetables,legume congelate
4439,01-01-2015,butter,unt
4883,10-01-2015,berries,fructe de pădure
1873,22-02-2015,frankfurter,
4228,18-04-2015,tropical fruit,fruct tropical
2868,04-12-2015,beef,carne de vită
4102,23-09-2015,frankfurter,
1013,02-10-2015,white bread,pâine albă
1928,15-08-2015,citrus fruit,fructe citrice
2064,21-08-2015,whole milk,lapte integral
3416,15-11-2015,frozen meals,
1536,05-01-2015,frankfurter,
1953,09-03-2015,beef,carne de vită
1327,04-07-2015,sausage,cârnați
3415,27-05-2015,pet care,îngrijirea animalelor
2517,22-03-2015,napkins,șervețele
4334,12-10-2015,frankfurter,
4515,15-06-2015,soda,suc carbogazos
1527,20-04-2015,citrus fruit,fructe citrice
1726,02-11-2015,other vegetables,alte legume
4734,10-02-2015,sausage,cârnați
2356,15-06-2015,beef,carne de vită
2244,29-03-2015,other vegetables,alte legume
4281,03-04-2015,rolls/buns,chifle
2977,14-04-2015,other vegetables,alte legume
2119,24-09-2015,other vegetables,alte legume
3208,24-06-2015,root vegetables,legume rădăcinoase
2663,18-05-2015,cat food,
3344,01-04-2015,whole milk,lapte integral
3592,14-12-2015,oil,ulei
2106,24-11-2015,frankfurter,
3356,23-05-2015,tropical fruit,fruct tropical
3227,30-11-2015,soda,suc carbogazos
1505,27-07-2015,shopping bags,pungi de cumpărături
1035,24-04-2015,whole milk,lapte integral
4312,14-12-2015,sausage,cârnați
1253,20-06-2015,sausage,cârnați
2260,30-10-2015,sausage,cârnați
3710,22-08-2015,whole milk,lapte integral
1846,29-11-2015,sausage,cârnați
3520,09-11-2015,detergent,detergent
2816,19-06-2015,pastry,patiserie
1051,10-11-2015,fish,pește
1754,08-07-2015,canned beer,bere la cutie
3593,31-08-2015,canned beer,bere la cutie
1421,07-08-2015,bottled beer,bere la sticlă
3104,04-06-2015,rolls/buns,chifle
1283,30-05-2015,bottled water,apă îmbuteliată
1130,18-09-2015,bottled water,apă îmbuteliată
